toCheck,checked,checkedOld,checkedAlt,explanation,wordType,originalWordGender,originalWordNumb,wordID
thaïe,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20536
thaïlandais,thaïlandais‧e,thaïlandais‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,,20537
thaïlandaise,thaïlandais‧e,thaïlandais‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20538
thaïlandaises,thaïlandais‧e‧s,thaïlandais‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20539
thaïs,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20540
thalamique,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20541
thanatologique,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20542
thatchériennes,thatchérien‧ne‧s,thatchérien‧ne‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20543
théâtral,thé‧eâtral,thé‧eâtral,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20544
théâtrale,thé‧eâtrale,thé‧eâtrale,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20545
théâtrales,thé‧eâtrales,thé‧eâtrales,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20546
théâtraux,thé‧eâtraux,thé‧eâtraux,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20547
théiste,,théist‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20548
thématiques,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20549
théocratique,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20550
théologales,,théologaux‧ales,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20551
théologiques,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20552
théosophique,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20553
thermal,,thermal‧le,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20554
thermale,,thermale,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20555
thermales,,thermaux‧ales,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20556
thermaux,,thermaux‧ales,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20557
thermidorienne,thermidorienne,thermidorien‧ne,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20558
thermocollants,,thermocollant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20559
thermodynamique,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20560
thermoélectriques,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20561
thermorégulateur,,thermorégulateur‧trice,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20562
thermosensible,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20563
thésard,,thésard,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20564
thésards,,thésard‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20565
thessalien,thessalien‧ne,thessalien‧ne,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20566
thessaliens,thessalien‧ne‧s,thessalien‧ne‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20567
thomiste,,thomist‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20568
thraces,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20569
thrombolytique,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20570
thrombosé,thrombosé‧e,thrombosé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20571
thyroïdien,thyroïdien‧ne,thyroïdien‧ne,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20572
thyroïdienne,thyroïdienne,thyroïdien‧ne,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20573
tibétain,,tibétain‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20574
tibétaine,,tibétain‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20575
tibétaines,,tibétaines,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20576
tibétains,,tibétains,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20577
tibial,,tibial‧le,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20578
tibiale,,tibiale,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20579
tierce,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20580
tiercé,tiercé‧e,tiercé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20581
tierces,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20582
tiers,tier‧ère‧s,tier‧ère‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,,20583
tiers-mondiste,tier‧ère‧s-mondiste,tiers-mondist‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20584
tiers-mondistes,tier‧ère‧s-mondistes,tiers-mondist‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20585
tigré,tigré‧e,tigré‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20586
tigrée,tigré‧e,tigré‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20587
tigrées,tigré‧e‧s,tigré‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20588
tigrés,tigré‧e‧s,tigré‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20589
timbré,timbré‧e,timbré‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20590
timbrée,timbré‧e,timbré‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20591
timbrées,timbré‧e‧s,timbré‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20592
timbrés,timbré‧e‧s,timbré‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20593
timoré,timoré‧e,timoré‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20594
timorée,timoré‧e,timoré‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20595
timorées,timoré‧e‧s,timoré‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20596
timorés,timoré‧e‧s,timoré‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20597
tintinnabulant,,tintinnabulant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20598
tintinnabulante,,tintinnabulant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20599
tintinnabulantes,,tintinnabulant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20600
tintinnabulants,,tintinnabulant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20601
tiqueté,tiqueté‧e,tiqueté‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20602
tiraillé,tiraillé‧e,tiraillé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20603
tiré,tiré‧e,tiré‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20604
tirée,tiré‧e,tiré‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20605
tirées,tiré‧e‧s,tiré‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20606
tirés,tiré‧e‧s,tiré‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20607
tisonné,tisonné‧e,tisonné‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20608
tisonnés,tisonné‧e‧s,tisonné‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20609
tissé,tissé‧e,tissé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20610
tissée,tissé‧e,tissé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20611
tissées,tissé‧e‧s,tissé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20612
tissés,tissé‧e‧s,tissé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20613
tissu,tissu‧e,tissu‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20614
tissue,tissu‧e,tissu‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20615
tissues,tissu‧e‧s,tissu‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20616
tissus,tissu‧e‧s,tissu‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20617
titanique,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20618
titré,titré‧e,titré‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20619
titrée,titré‧e,titré‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20620
titrées,titré‧e‧s,titré‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20621
titrés,titré‧e‧s,titré‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20622
titubant,,titubant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20623
titubante,,titubant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20624
titubantes,,titubant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20625
titubants,,titubant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20626
titulaire,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20627
titulaires,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20628
toc,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20629
tocard,,tocard,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20630
tocarde,,tocarde,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20631
tocardes,,tocard‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20632
tocards,,tocard‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20633
togolais,togolais‧e,togolais‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,,20634
togolaise,togolais‧e,togolais‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20635
togolaises,togolais‧e‧s,togolais‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20636
tolérant,,tolérant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20637
tolérante,,tolérant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20638
tolérantes,,tolérant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20639
tolérants,,tolérant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20640
tolstoïen,tolstoïen‧ne,tolstoïen‧ne,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20641
toltèques,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20642
tombal,,tombal‧le,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20643
tombale,,tombale,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20644
tombales,,tombaux‧ales,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20645
tombant,,tombant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20646
tombante,,tombant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20647
tombantes,,tombant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20648
tombants,,tombant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20649
tombé,tombé‧e,tombé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20650
tombée,tombé‧e,tombé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20651
tombées,tombé‧e‧s,tombé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20652
tombés,tombé‧e‧s,tombé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20653
tonal,,tonal‧le,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20654
tonale,,tonale,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20655
tondu,tondu‧e,tondu‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20656
tondue,tondu‧e,tondu‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20657
tondues,tondu‧e‧s,tondu‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20658
tondus,tondu‧e‧s,tondu‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20659
tonifiant,,tonifiant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20660
tonifiante,,tonifiant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20661
tonifiants,,tonifiant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20662
tonitruant,,tonitruant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20663
tonitruante,,tonitruant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20664
tonitruantes,,tonitruant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20665
tonitruants,,tonitruant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20666
tonkinois,tonkinois‧e,tonkinois‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20667
tonnant,,tonnant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20668
tonnante,,tonnant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20669
tonnantes,,tonnant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20670
tonnants,,tonnant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20671
too much,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20672
topique,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20673
topless,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,,20674
topologique,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20675
toquard,,toquard,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20676
toquarde,,toquarde,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20677
toquardes,,toquard‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20678
toquards,,toquard‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20679
toqué,toqué‧e,toqué‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20680
toquée,toqué‧e,toqué‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20681
toquées,toqué‧e‧s,toqué‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20682
toqués,toqué‧e‧s,toqué‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20683
tordant,,tordant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20684
tordante,,tordant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20685
tordantes,,tordant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20686
tordants,,tordant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20687
tordu,tordu‧e,tordu‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20688
tordue,tordu‧e,tordu‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20689
tordues,tordu‧e‧s,tordu‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20690
tordus,tordu‧e‧s,tordu‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20691
torpide,,torpide,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20692
torpillé,torpillé‧e,torpillé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20693
torréfié,torréfié‧e,torréfié‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20694
torréfiée,torréfié‧e,torréfié‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20695
torréfiées,torréfié‧e‧s,torréfié‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20696
torrentiel,,torrentiel‧le,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20697
torrentielle,,torrentiel‧le,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20698
torrentielles,,torrentiel‧le‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20699
torrentiels,,torrentiel‧le‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20700
torrentueuses,,torrentueux‧euses,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20701
torrentueux,,torrentueux‧euse,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20702
tors,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20703
torse,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20704
torses,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20705
tortu,tortu‧e,tortu‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20706
tortue,tortu‧e,tortu‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20707
tortues,tortu‧e‧s,tortu‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20708
tortueuse,,tortueux‧euse,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20709
tortueuses,,tortueux‧euses,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20710
tortueux,,tortueux‧euse,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,,20711
torturant,,torturant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20712
torturante,,torturant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20713
torturantes,,torturant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20714
torturants,,torturant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20715
torturé,torturé‧e,torturé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20716
torturée,torturé‧e,torturé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20717
torturées,torturé‧e‧s,torturé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20718
torturés,torturé‧e‧s,torturé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20719
tortus,tortu‧e‧s,tortu‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20720
toscan,,toscan‧ne,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20721
toscane,,toscan‧ne,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20722
toscanes,,toscan‧ne‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20723
toscans,,toscan‧ne‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20724
total,,total‧le,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20725
totale,,totale,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20726
totales,,totaux‧ales,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20727
totalisant,,totalisant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20728
totaux,,totaux‧ales,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20729
totémique,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20730
totémiques,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20731
touareg,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20732
touaregs,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20733
touchant,,touchant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20734
touchante,,touchant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20735
touchantes,,touchant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20736
touchants,,touchant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20737
touché,touché‧e,touché‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20738
touchée,touché‧e,touché‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20739
touchées,touché‧e‧s,touché‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20740
touchés,touché‧e‧s,touché‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20741
touffu,touffu‧e,touffu‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20742
touffue,touffu‧e,touffu‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20743
touffues,touffu‧e‧s,touffu‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20744
touffus,touffu‧e‧s,touffu‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20745
touillé,touillé‧e,touillé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20746
touillée,touillé‧e,touillé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20747
touillées,touillé‧e‧s,touillé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20748
toulonnais,toulonnais‧e,toulonnais‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20749
toulousain,,toulousain‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20750
toulousaine,,toulousain‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20751
toulousaines,,toulousaines,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20752
toulousains,,toulousains,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20753
toungouse,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20754
tourangeau,tourangeau‧e,tourangeau‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20755
tourangeaux,,tourangeaux‧ales,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20756
tourangelle,,tourangel‧le,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20757
tourangelles,,tourangel‧le‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20758
tourbeuse,,tourbeux‧euse,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20759
tourbeux,,tourbeux‧euses,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20760
tourbillonnaire,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20761
tourbillonnant,,tourbillonnant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20762
tourbillonnante,,tourbillonnant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20763
tourbillonnantes,,tourbillonnant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20764
tourbillonnants,,tourbillonnant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20765
tourière,tourier‧ère,tourier‧ère,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20766
tourmentant,,tourmentant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20767
tourmentante,,tourmentant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20768
tourmentantes,,tourmentant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20769
tourmenté,tourmenté‧e,tourmenté‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20770
tourmentée,tourmenté‧e,tourmenté‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20771
tourmentées,tourmenté‧e‧s,tourmenté‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20772
tourmentés,tourmenté‧e‧s,tourmenté‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20773
tournant,,tournant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20774
tournante,,tournant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20775
tournantes,,tournant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20776
tournants,,tournant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20777
tourné,tourné‧e,tourné‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20778
tournée,tourné‧e,tourné‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20779
tournées,tourné‧e‧s,tourné‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20780
tournés,tourné‧e‧s,tourné‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20781
tournois,tournois‧e,tournois‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20782
tournoyant,,tournoyant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20783
tournoyante,,tournoyant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20784
tournoyantes,,tournoyant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,20785
tournoyants,,tournoyant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20786
tous,tou‧e‧s,tou‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20787
tous-terrains,tou‧e‧s-terrains,tous-terrains,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20788
tousseur,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20789
tousseurs,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20790
tousseux,,tousseux‧euse,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,,20791
toussoteux,,toussoteux‧euses,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20792
tout,,tout‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20793
tout-fait,,tout-fait‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20794
tout-fou,tout-fou‧e,tout-fou‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20795
tout-puissant,,tout-puissant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,20796
tout-puissants,,tout-puissant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,20797
toute,,tout‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,20798
